"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
1;"extracellular matrix structural constituent";19,20255387;"      .";"      .";"";"lysosome";-8,74642726;"      .";"      ."
2;"proteinaceous extracellular matrix";13,42660691;"      .";"      .";"";"pigmentation";-8,56282957;"      .";"      ."
3;"nucleus";12,59967077;"      .";"      .";"";"melanosome organization";-8,14556813;"      .";"      ."
4;"visual perception";12,17249477;"      .";"      .";"";"troponin complex";-7,11158689;"      .";"      ."
5;"DNA binding";12,16249816;"      .";"      .";"";"oxidation-reduction process";-7,01716893;"      .";"      ."
6;"fin development";11,58886033;"      .";"      .";"";"melanosome";-7,00486428;"      .";"      ."
7;"cell adhesion";11,52105331;"      .";"      .";"";"catalytic activity";-6,65942133;"      .";"      ."
8;"multicellular organism development";11,38752981;"      .";"      .";"";"oxidoreductase activity";-6,54426698;"      .";"      ."
9;"sequence-specific DNA binding";11,04904936;"      .";"      .";"";"sarcomere organization";-6,20214455;"      .";"      ."
10;"calcium ion binding";10,69971359;"      .";"      .";"";"heart contraction";-6,15408198;"      .";"      ."
11;"regulation of transcription, DNA-templated";10,505142;"      .";"      .";"";"substrate-specific transmembrane transporter activity";-6,15117327;"      .";"      ."
12;"cartilage development";10,00414567;"      .";"      .";"";"purine nucleotide biosynthetic process";-5,98823534;"      .";"      ."
13;"extracellular region";9,39798169;"      .";"      .";"";"proteolysis involved in cellular protein catabolic process";-5,84070214;"      .";"      ."
14;"basement membrane";9,20931949;"      .";"      .";"";"lysosomal membrane";-5,82573013;"      .";"      ."
15;"collagen trimer";8,71097639;"      .";"      .";"";"response to cadmium ion";-5,78110102;"      .";"      ."
16;"axon guidance";8,5332367;"      .";"      .";"";"metabolic process";-5,63336077;"      .";"      ."
17;"phototransduction";7,91076336;"      .";"      .";"";"regulation of muscle contraction";-5,61101435;"      .";"      ."
18;"retinal ganglion cell axon guidance";7,67193589;"      .";"      .";"";"cardiac muscle contraction";-5,44040017;"      .";"      ."
19;"fin morphogenesis";7,66271517;"      .";"      .";"";"skeletal muscle contraction";-5,38715749;"      .";"      ."
20;"dorsal/ventral pattern formation";7,56433606;"      .";"      .";"";"mitochondrion";-5,26115871;"      .";"      ."
21;"skeletal system development";7,19098989;"      .";"      .";"";"negative regulation of insulin receptor signaling pathway";-5,24171492;"      .";"      ."
22;"nucleosome";7,18993769;"      .";"      .";"";"GTP binding";-5,05617216;"      .";"      ."
23;"chromosome";7,17184891;"      .";"      .";"";"embryonic hemopoiesis";-5,04942651;"      .";"      ."
24;"extracellular matrix";7,1610325;"      .";"      .";"";"molecular_function";-4,89629415;"      .";"      ."
25;"collagen binding";7,08807183;"      .";"      .";"";"striated muscle contraction";-4,86030857;"      .";"      ."
26;"fin regeneration";6,85199199;"      .";"      .";"";"cellular_component";-4,76360163;"      .";"      ."
27;"homophilic cell adhesion via plasma membrane adhesion molecules";6,82486293;"      .";"      .";"";"cysteine-type endopeptidase activity";-4,60448687;"      .";"      ."
28;"nucleosomal DNA binding";6,45415969;"      .";"      .";"";"transmembrane transporter activity";-4,53224445;"      .";"      ."
29;"extracellular matrix organization";6,29653907;"      .";"      .";"";"lipoprotein metabolic process";-4,47885163;"      .";"      ."
30;"nucleosome assembly";6,29640117;"      .";"      .";"";"erythrocyte development";-4,41073714;"      .";"      ."
31;"structural molecule activity";6,25871819;"      .";"      .";"";"endosome";-4,37383912;"      .";"      ."
