"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
1;"intermediate filament";10,04878341;"      .";"      .";"";"nucleosome";-16,65927316;"      .";"      ."
2;"structural molecule activity";9,2582017;"      .";"      .";"";"chromosome";-15,98014463;"      .";"      ."
3;"troponin complex";9,0318417;"      .";"      .";"";"protein heterodimerization activity";-14,20718381;"      .";"      ."
4;"myosin complex";9,02042101;"      .";"      .";"";"nucleic acid binding";-12,54009981;"      .";"      ."
5;"oxidoreductase activity";7,93499861;"      .";"      .";"";"nucleus";-10,83641463;"      .";"      ."
6;"visual perception";7,48743424;"      .";"      .";"";"nucleosome assembly";-10,03133509;"      .";"      ."
7;"calcium ion binding";7,36394296;"      .";"      .";"";"DNA-templated transcription, initiation";-9,44358767;"      .";"      ."
8;"oxidation-reduction process";7,10286992;"      .";"      .";"";"DNA binding";-9,25123384;"      .";"      ."
9;"photoreceptor activity";7,08377187;"      .";"      .";"";"hemoglobin complex";-8,01680013;"      .";"      ."
10;"negative regulation of endopeptidase activity";7,07321111;"      .";"      .";"";"membrane disruption in other organism";-7,12736425;"      .";"      ."
11;"extracellular region";6,80271154;"      .";"      .";"";"RNA binding";-6,4894739;"      .";"      ."
12;"cardiac muscle contraction";6,77886191;"      .";"      .";"";"defense response to Gram-positive bacterium";-6,03449605;"      .";"      ."
13;"regulation of muscle contraction";6,74020231;"      .";"      .";"";"chromatin silencing";-5,88315932;"      .";"      ."
14;"motor activity";6,73651655;"      .";"      .";"";"nucleosomal DNA binding";-5,64359349;"      .";"      ."
15;"skeletal muscle contraction";6,62873887;"      .";"      .";"";"erythrocyte differentiation";-5,26317139;"      .";"      ."
16;"transporter activity";6,56108745;"      .";"      .";"";"oxygen binding";-5,22912335;"      .";"      ."
17;"sarcomere organization";6,55983596;"      .";"      .";"";"oxygen transport";-5,22912335;"      .";"      ."
18;"protein-chromophore linkage";6,36982846;"      .";"      .";"";"oxygen transporter activity";-5,22912335;"      .";"      ."
19;"actin filament binding";6,29196729;"      .";"      .";"";"translation";-5,22247724;"      .";"      ."
20;"actin binding";6,28628651;"      .";"      .";"";"cytosolic small ribosomal subunit";-5,1793116;"      .";"      ."
21;"striated muscle myosin thick filament assembly";6,0192775;"      .";"      .";"";"structural constituent of ribosome";-4,63578736;"      .";"      ."
22;"membrane";5,98561168;"      .";"      .";"";"ribosome";-4,55587509;"      .";"      ."
23;"phototransduction";5,97764562;"      .";"      .";"";"hemopoiesis";-4,41060854;"      .";"      ."
24;"integral component of membrane";5,8248525;"      .";"      .";"";"mRNA binding";-4,37005044;"      .";"      ."
25;"endopeptidase inhibitor activity";5,4380918;"      .";"      .";"";"nuclear chromatin";-4,01260209;"      .";"      ."
26;"metabolic process";5,35665318;"      .";"      .";"";"cullin family protein binding";-3,98281809;"      .";"      ."
27;"response to bacterium";5,31938992;"      .";"      .";"";"vasculogenesis";-3,97545507;"      .";"      ."
28;"response to activity";5,30749649;"      .";"      .";"";"histone acetyltransferase activity";-3,96508386;"      .";"      ."
29;"photoreceptor outer segment";5,29981746;"      .";"      .";"";"intracellular ribonucleoprotein complex";-3,70383473;"      .";"      ."
30;"gluconeogenesis";5,28017308;"      .";"      .";"";"ephrin receptor activity";-3,5681992;"      .";"      ."
31;"G-protein coupled photoreceptor activity";5,05227601;"      .";"      .";"";"embryonic hemopoiesis";-3,55882869;"      .";"      ."
32;"extracellular space";5,03149748;"      .";"      .";"";"5'-nucleotidase activity";-3,53340962;"      .";"      ."
33;"transmembrane transport";5,02781099;"      .";"      .";"";"mitotic cell cycle";-3,4312319;"      .";"      ."
34;"lipoprotein metabolic process";5,02299783;"      .";"      .";"";"cell division";-3,39730705;"      .";"      ."
35;"cellular calcium ion homeostasis";4,88626055;"      .";"      .";"";"erythrocyte development";-3,36350863;"      .";"      ."
36;"extracellular matrix structural constituent";4,82885253;"      .";"      .";"";"histone acetylation";-3,36075155;"      .";"      ."
37;"transport";4,78519208;"      .";"      .";"";"hematopoietic progenitor cell differentiation";-3,33682474;"      .";"      ."
38;"catalytic activity";4,78322103;"      .";"      .";"";"retinal ganglion cell axon guidance";-3,30921305;"      .";"      ."
39;"structural constituent of muscle";4,76136102;"      .";"      .";"";"regulation of transcription, DNA-templated";-3,24082148;"      .";"      ."
40;"serine-type endopeptidase inhibitor activity";4,69354105;"      .";"      .";"";"innate immune response";-3,12376666;"      .";"      ."
41;"hydrolase activity";4,47879384;"      .";"      .";"";"histone binding";-3,11325775;"      .";"      ."
