"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000009123";1;"ENSDARG00000009123";"sele";5,64065538520745;1,47426025741515;3,53023523572459;-2,37049964150912;0,590739143979495;2,92857366360453;"0.00491968363732775      .";"40 x 35";"20 NA";"selectin E [Source:ZFIN;Acc:ZDB-GENE-041014-221]"
"ENSDARG00000076623";2;"ENSDARG00000076623";"";7,4357637580236;1,8312321929879;3,22323967485841;-4,33820135452464;0,387696810441143;1,68237057375844;"0.0559532517880257      .";"32 x 40";"19 NA";"collagen, type XIV, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-030131-1985]"
"ENSDARG00000102850";3;"ENSDARG00000102850";"";6,26328457717032;1,20642138808738;2,90442165298488;-2,63238080211062;0,605034811017729;3,0396159591778;"0.00390317867272061      .";"40 x 35";"7 NA";""
"ENSDARG00000094103";4;"ENSDARG00000094103";"";2,99466632337084;1,12789267629829;2,81887037733134;-0,755855335788069;0,536521814059119;2,54309955136921;"0.0108519262589387      .";"37 x 33";"9 NA";""
"ENSDARG00000010758";5;"ENSDARG00000010758";"capn12";7,28044046929886;1,38900444400389;2,8034183469893;-4,01789393146403;0,634299522411498;3,28190333392891;"0.00234744173061086      .";"34 x 40";"18 NA";"calpain 12 [Source:ZFIN;Acc:ZDB-GENE-050419-245]"
"ENSDARG00000007624";6;"ENSDARG00000007624";"gins1";5,18393489607967;1,11699903872635;2,74959493780502;-1,64518962292464;0,655417951617479;3,47118826792949;"0.00157473480270709      .";"40 x 35";"13 NA";"GINS complex subunit 1 (Psf1 homolog) [Source:ZFIN;Acc:ZDB-GENE-041010-184]"
"ENSDARG00000045143";7;"ENSDARG00000045143";"hbbe2";9,4439506376864;1,62472629424337;2,69029917254784;-3,04351596080651;0,579342205575683;2,84310283754365;"0.00587371068300768      .";"35 x 40";"12 NA";"hemoglobin beta embryonic-2 [Source:ZFIN;Acc:ZDB-GENE-040702-1]"
"ENSDARG00000060012";8;"ENSDARG00000060012";"f2r";5,5716626727068;1,20172085063225;2,66946700157242;-2,01980900248343;0,702077495267548;3,94369866512197;"0.000580895352560784      .";"40 x 35";"5 NA";"coagulation factor II (thrombin) receptor [Source:ZFIN;Acc:ZDB-GENE-060526-30]"
"ENSDARG00000018263";9;"ENSDARG00000018263";"pdia2";5,20650092794798;1,38877193784342;2,66062398421371;-1,89730515482968;0,662216620146792;3,535062683044;"0.0013759966894854      .";"40 x 35";"1 NA";"protein disulfide isomerase family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-705]"
"ENSDARG00000053127";10;"ENSDARG00000053127";"helb";6,9670790710212;1,10397266750775;2,64502602650221;-1,31669329717233;0,614420048551911;3,11501309272175;"0.00333341711963708      .";"40 x 35";"4 NA";"helicase (DNA) B [Source:ZFIN;Acc:ZDB-GENE-030729-16]"
"ENSDARG00000094215";11;"ENSDARG00000094215";"";4,41817207705293;1,11332744718578;2,57290722594732;-1,20596585033253;0,594807620243256;2,95972751154692;"0.00461094784677218      .";"34 x 38";"4 NA";""
"ENSDARG00000024831";12;"ENSDARG00000024831";"crhbp";5,5018977867491;1,28271793431582;2,57189224973488;-2,04591323706728;0,493420118450789;2,26914305732179;"0.018722628475214      .";"36 x 38";"21 NA";"corticotropin releasing hormone binding protein [Source:ZFIN;Acc:ZDB-GENE-040801-196]"
"ENSDARG00000020811";13;"ENSDARG00000020811";"fibpb";5,95902904110942;1,09180946673115;2,55557928188686;-2,10460452202214;0,803290288603029;5,39494206646443;"2.97757351508388e-05      .";"36 x 38";"21 NA";"EGF containing fibulin-like extracellular matrix protein 2b [Source:ZFIN;Acc:ZDB-GENE-030219-125]"
"ENSDARG00000101271";14;"ENSDARG00000101271";"si:ch211-227n13.3";6,15101244471195;1,11410752834731;2,52187258737228;-2,36055635285812;0,684572855848919;3,75651593100779;"0.000861942876123845      .";"40 x 35";"11 NA";"si:ch211-227n13.3 [Source:ZFIN;Acc:ZDB-GENE-141222-2]"
"ENSDARG00000012684";15;"ENSDARG00000012684";"atp2b1a";10,5697217630263;0,888736944737191;2,513566575902;-1,20785177772989;0,827568609524178;5,89683519507902;"1.12629374404705e-05      .";"38 x 36";"4 NA";"ATPase, Ca++ transporting, plasma membrane 1a [Source:ZFIN;Acc:ZDB-GENE-030925-29]"
"ENSDARG00000037362";16;"ENSDARG00000037362";"scube2";7,00475306804857;1,20998281079919;2,48408721794717;-1,83476797166872;0,807764809193981;5,48097106963186;"2.51468503431607e-05      .";"35 x 40";"7 NA";"signal peptide, CUB domain, EGF-like 2 [Source:ZFIN;Acc:ZDB-GENE-050302-80]"
"ENSDARG00000102032";17;"ENSDARG00000102032";"";7,27836682374416;1,21258080744195;2,44782852801879;-2,42731692150127;0,703015489480813;3,95410945286503;"0.000568305518859002      .";"34 x 40";"KN150172.1 NA";""
"ENSDARG00000020278";18;"ENSDARG00000020278";"si:dkeyp-120h9.1";8,41401919158139;0,985718677431885;2,43733204274812;-1,10027530216738;0,816302638894291;5,65282610997647;"1.79942555740276e-05      .";"40 x 35";"19 NA";"si:dkeyp-120h9.1 [Source:ZFIN;Acc:ZDB-GENE-070705-534]"
