"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000075191";1;"ENSDARG00000075191";"oacyl";8,15083807881266;4,6820194469782;5,16278871303247;-6,13223876644655;0,974866604649559;17,5029285654864;"3.69981822956333e-12      .";"1 x 1";"21 NA";"O-acyltransferase like [Source:ZFIN;Acc:ZDB-GENE-090710-2]"
"ENSDARG00000104814";2;"ENSDARG00000104814";"wu:fc46h12";12,2344219065766;4,86381074735506;4,98467002071595;-7,11309089577297;0,961011911754473;13,9021725987309;"1.18757115252777e-10      .";"1 x 1";"2 NA";"wu:fc46h12 [Source:ZFIN;Acc:ZDB-GENE-030131-3611]"
"ENSDARG00000100406";3;"ENSDARG00000100406";"zgc:112265";6,27052030157787;2,86827689891329;4,89633669819897;-4,19874594948967;0,696200991954665;3,87938423779136;"0.000665160580258339      .";"1 x 5";"11 NA";"zgc:112265 [Source:ZFIN;Acc:ZDB-GENE-050626-133]"
"ENSDARG00000093957";4;"ENSDARG00000093957";"si:dkey-251i10.2";10,5085901675796;4,52975980077212;4,88348740234637;-6,93265986694575;0,957932513181317;13,3512756498228;"2.16045736856074e-10      .";"1 x 1";"5 NA";"si:dkey-251i10.2 [Source:ZFIN;Acc:ZDB-GENE-050506-102]"
"ENSDARG00000090850";5;"ENSDARG00000090850";"serpina1l";7,86305303769035;3,28313723908765;4,84332264366792;-5,75390160367293;0,780247248897295;4,9898204129136;"6.67915598298041e-05      .";"1 x 5";"20 NA";"serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1, like [Source:ZFIN;Acc:ZDB-GENE-040721-3]"
"ENSDARG00000052207";6;"ENSDARG00000052207";"c3a.3";5,48400393626837;2,6101005146295;4,7778045601557;-3,36936820816405;0,805501598783785;5,43712655180448;"2.74050173523221e-05      .";"1 x 5";"1 NA";"complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]"
"ENSDARG00000079782";7;"ENSDARG00000079782";"vmhcl";8,93369333388861;3,57265833686436;4,72113398525011;-6,07211599291999;0,645962957549386;3,38480165745581;"0.0018897193395      .";"4 x 1";"2 NA";"ventricular myosin heavy chain-like [Source:ZFIN;Acc:ZDB-GENE-061027-393]"
"ENSDARG00000099101";8;"ENSDARG00000099101";"gch2";13,0116373748749;4,5331953762932;4,71220470957913;-7,81141425821875;0,928613589293944;10,0107044968472;"1.35313226179434e-08      .";"1 x 1";"12 NA";"GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]"
"ENSDARG00000018478";9;"ENSDARG00000018478";"agxtb";6,80524364066383;2,78696640284332;4,69164195247678;-4,68554766473854;0,658814648532689;3,50291112797386;"0.00147269115600879      .";"1 x 5";"2 NA";"alanine-glyoxylate aminotransferase b [Source:ZFIN;Acc:ZDB-GENE-010302-3]"
"ENSDARG00000023111";10;"ENSDARG00000023111";"plg";6,20807253618429;2,82100952299371;4,67275539075451;-4,09957315666733;0,770821259561592;4,83993074974108;"9.04962817773747e-05      .";"1 x 5";"20 NA";"plasminogen [Source:ZFIN;Acc:ZDB-GENE-030131-1411]"
"ENSDARG00000020741";11;"ENSDARG00000020741";"fga";6,12339334738502;2,63945489824241;4,5843552678285;-3,93031203681743;0,681609462909124;3,72608669515929;"0.000919131732566081      .";"1 x 5";"1 NA";"fibrinogen alpha chain [Source:ZFIN;Acc:ZDB-GENE-031010-21]"
"ENSDARG00000090286";12;"ENSDARG00000090286";"serpina1";7,10167659312159;3,16204183693209;4,56610467170886;-5,0109924604661;0,814691162913858;5,61957626224376;"1.91922409250589e-05      .";"1 x 4";"20 NA";"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1421]"
"ENSDARG00000089205";13;"ENSDARG00000089205";"";7,71159687737876;4,47424264233998;4,52949298821713;-5,74755319048746;0,990142407922799;28,2767931455981;"2.22044604925031e-15      .";"1 x 1";"24 NA";"si:dkey-73n8.3 [Source:ZFIN;Acc:ZDB-GENE-141219-27]"
"ENSDARG00000008969";14;"ENSDARG00000008969";"fgb";6,53563596779879;2,92535618484654;4,52526779365378;-4,40778014734905;0,805928181743011;5,44533820762334;"2.69666726455675e-05      .";"1 x 5";"1 NA";"fibrinogen beta chain [Source:ZFIN;Acc:ZDB-GENE-030131-9261]"
"ENSDARG00000038969";15;"ENSDARG00000038969";"zgc:113142";6,93967621604075;3,82755010925314;4,50604379309431;-4,97448223775181;0,956798300419353;13,1630623671354;"2.66329958087397e-10      .";"1 x 1";"17 NA";"zgc:113142 [Source:ZFIN;Acc:ZDB-GENE-050220-2]"
"ENSDARG00000055240";16;"ENSDARG00000055240";"xdh";9,54432078503588;4,35462229144473;4,47458800498756;-7,22937222236351;0,969103686920336;15,7160215573288;"1.89473992051603e-11      .";"1 x 1";"17 NA";"xanthine dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-070719-9]"
"ENSDARG00000078417";17;"ENSDARG00000078417";"plxdc1";4,46326391078143;2,10500529313622;4,44928898929313;-2,23872067240415;0,723294841294776;4,18973868748231;"0.000346606435675634      .";"4 x 1";"12 NA";"plexin domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-391]"
"ENSDARG00000076844";18;"ENSDARG00000076844";"zgc:162150";8,75361882398589;4,7810552429627;4,43983527736594;-6,92009932781053;0,966731702386318;15,1174347912394;"3.39854810960105e-11      .";"1 x 1";"16 NA";"zgc:162150 [Source:ZFIN;Acc:ZDB-GENE-070410-23]"
"ENSDARG00000011400";19;"ENSDARG00000011400";"tnnc1a";6,72940693416142;3,45680146948272;4,42048654527134;-4,69804695269409;0,638121631785105;3,31519496466354;"0.00218845492799435      .";"4 x 1";"23 NA";"troponin C type 1a (slow) [Source:ZFIN;Acc:ZDB-GENE-030523-1]"
