"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000038147";1;"ENSDARG00000038147";"hbbe3";7,64358847330706;4,50105034732126;8,12038108401482;-6,40048058101529;0,888236623624392;7,7341163679913;"4.28679947317434e-07      .";"40 x 40";"12 NA";"hemoglobin beta embryonic-3 [Source:ZFIN;Acc:ZDB-GENE-980526-287]"
"ENSDARG00000078004";2;"ENSDARG00000078004";"drl";5,32798028878859;3,68873407844149;7,82612028916511;-4,4918922738798;0,960455550038164;13,7979952878146;"1.32777566719255e-10      .";"40 x 40";"5 NA";"draculin [Source:ZFIN;Acc:ZDB-GENE-991213-3]"
"ENSDARG00000035150";3;"ENSDARG00000035150";"si:dkey-261j4.4";5,48029340940591;3,47344984357061;7,35899250146203;-4,5485689521129;0,957298350128296;13,245137132955;"2.43029152358076e-10      .";"40 x 40";"5 NA";"si:dkey-261j4.4 [Source:ZFIN;Acc:ZDB-GENE-060531-125]"
"ENSDARG00000043126";4;"ENSDARG00000043126";"blf";5,53684108428436;3,36970162116037;7,35347297955101;-4,20113933582756;0,905501023146693;8,53553584195232;"1.18442371910277e-07      .";"40 x 40";"22 NA";"bloody fingers [Source:ZFIN;Acc:ZDB-GENE-050721-1]"
"ENSDARG00000035151";5;"ENSDARG00000035151";"si:dkey-261j4.3";6,1183751309586;3,48755556856932;7,06390288771439;-5,05990744189799;0,952996298607798;12,581559210483;"5.16697129526733e-10      .";"40 x 40";"5 NA";"si:dkey-261j4.3 [Source:ZFIN;Acc:ZDB-GENE-060531-124]"
"ENSDARG00000040442";6;"ENSDARG00000040442";"";5,90979323790273;2,74659433370618;6,46334982271315;-4,60468388237824;0,747308765515175;4,49862871762545;"0.000182286288833322      .";"40 x 40";"25 NA";"protogenin homolog b (Gallus gallus) [Source:ZFIN;Acc:ZDB-GENE-060302-1]"
"ENSDARG00000045748";7;"ENSDARG00000045748";"stab2";7,86783508677109;2,79787337778915;6,42678665620448;-3,2167653994863;0,892666030867995;7,92215638826719;"3.1470216044216e-07      .";"40 x 40";"4 NA";"stabilin 2 [Source:ZFIN;Acc:ZDB-GENE-041210-336]"
"ENSDARG00000056765";8;"ENSDARG00000056765";"ela2l";3,88940963458923;2,2594386585048;6,31162160833916;-1,78873798292387;0,877784748670409;7,32929860584333;"8.4705155856124e-07      .";"40 x 40";"8 NA";"elastase 2 like [Source:ZFIN;Acc:ZDB-GENE-040511-1]"
"ENSDARG00000101322";9;"ENSDARG00000101322";"tfr1a";8,86405274984201;2,76976655533319;6,10998463911347;-4,16074843999267;0,953542136010342;12,660733566466;"4.71417127556606e-10      .";"40 x 40";"2 NA";"transferrin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-041220-1]"
"ENSDARG00000102731";10;"ENSDARG00000102731";"";4,16935721785446;2,40998733169085;6,00282727964183;-2,33339803773918;0,915825943650381;9,12233003078634;"4.85283847551088e-08      .";"40 x 40";"21 NA";"si:ch73-299h12.2 [Source:ZFIN;Acc:ZDB-GENE-081031-77]"
