"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000068787";1;"ENSDARG00000068787";"slc6a17";4,45911188066712;1,49439024341697;3,87479377723963;-1,48990497184942;0,840135103040024;6,19594724388486;"6.41145671309573e-06      .";"7 x 37";"8 NA";"solute carrier family 6 (neutral amino acid transporter), member 17 [Source:ZFIN;Acc:ZDB-GENE-030131-8187]"
"ENSDARG00000018259";2;"ENSDARG00000018259";"atp1a3a";10,7601080982989;1,60845410989823;3,34680181581224;-1,76670545981246;0,924764053675738;9,72051976641504;"2.03449568303427e-08      .";"7 x 40";"19 NA";"ATPase, Na+/K+ transporting, alpha 3a polypeptide [Source:ZFIN;Acc:ZDB-GENE-001212-7]"
"ENSDARG00000014420";3;"ENSDARG00000014420";"elavl3";9,89382475545293;1,66782841690749;3,21658322993047;-1,73798997220962;0,87811134762561;7,34120369845915;"8.29998348050864e-07      .";"8 x 40";"3 NA";"ELAV like neuron-specific RNA binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-980526-76]"
"ENSDARG00000104339";4;"ENSDARG00000104339";"LOC100535713";5,60790042118888;1,66858908036005;3,20740148914004;-2,79076717096993;0,565940462670395;2,74579722781891;"0.00717878078348422      .";"9 x 35";"6 NA";""
"ENSDARG00000077799";5;"ENSDARG00000077799";"egr4";7,54006320017385;1,4237483040428;3,18067297648794;-2,43469626080478;0,668764645695264;3,59805178616016;"0.00120455407716125      .";"5 x 35";"23 NA";"early growth response 4 [Source:ZFIN;Acc:ZDB-GENE-080204-90]"
"ENSDARG00000104443";6;"ENSDARG00000104443";"slitrk1";4,64142717153566;1,54556170203534;3,13674346902182;-1,83761810527703;0,85676914680779;6,64548320947601;"2.81305748461858e-06      .";"6 x 38";"KN150474.1 NA";"SLIT and NTRK-like family, member 1 [Source:ZFIN;Acc:ZDB-GENE-140106-139]"
"ENSDARG00000001559";7;"ENSDARG00000001559";"csmd2";7,46934334776139;1,38199306402178;3,1344457135753;-1,56474166360969;0,927131920546347;9,89639773080267;"1.58727289090166e-08      .";"6 x 37";"19 NA";"CUB and Sushi multiple domains 2 [Source:ZFIN;Acc:ZDB-GENE-030616-39]"
"ENSDARG00000037905";8;"ENSDARG00000037905";"cacna1aa";8,45339918028749;1,49360844345083;3,10112985063719;-3,27007545666059;0,910642131082208;8,81559549078361;"7.69786667742522e-08      .";"6 x 38";"3 NA";"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit, a [Source:ZFIN;Acc:ZDB-GENE-040724-26]"
"ENSDARG00000063713";9;"ENSDARG00000063713";"syngap1a";5,8977019323186;1,52962863813461;3,08211547729573;-2,80361191251143;0,754258254422036;4,59508796079196;"0.000149385028628934      .";"8 x 37";"19 NA";"synaptic Ras GTPase activating protein 1a [Source:ZFIN;Acc:ZDB-GENE-060503-370]"
"ENSDARG00000101054";10;"ENSDARG00000101054";"syn2b";4,99718134585472;1,5960753083516;3,0773299583119;-2,10808688222478;0,831916209086229;5,99685927486614;"9.31620919786269e-06      .";"6 x 37";"11 NA";"synapsin IIb [Source:ZFIN;Acc:ZDB-GENE-051127-49]"
"ENSDARG00000059255";11;"ENSDARG00000059255";"evx2";5,11840267071565;1,71906019265789;3,02368362878603;-2,22886865216687;0,744115473189975;4,45544099607266;"0.000199331286962146      .";"8 x 40";"9 NA";"even-skipped homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-980526-215]"
"ENSDARG00000011956";12;"ENSDARG00000011956";"dlx4a";4,80093422219233;1,36683774298111;2,98677719607317;-1,75764698520152;0,7312276151103;4,28788538048312;"0.000282371702593265      .";"8 x 40";"3 NA";"distal-less homeobox 4a [Source:ZFIN;Acc:ZDB-GENE-980526-73]"
"ENSDARG00000002600";13;"ENSDARG00000002600";"pcsk1";5,42945005791047;1,60143838587973;2,97896327274302;-2,27912123743324;0,727201598304493;4,23762370859937;"0.000313596082155865      .";"9 x 38";"21 NA";"proprotein convertase subtilisin/kexin type 1 [Source:ZFIN;Acc:ZDB-GENE-071009-1]"
