"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000079564";1;"ENSDARG00000079564";"vmhc";10,1100801092278;2,60973031277266;3,59132133096039;-3,41371278456595;0,692242787233611;3,83692203689492;"0.000727448164337563      .";"10 x 1";"2 NA";"ventricular myosin heavy chain [Source:ZFIN;Acc:ZDB-GENE-991123-5]"
"ENSDARG00000037978";2;"ENSDARG00000037978";"clec19a";6,45794048612417;2,03398370565111;3,20989177708435;-3,57528914454323;0,61571719030158;3,12559798831564;"0.00326026945993707      .";"11 x 1";"3 NA";"C-type lectin domain containing 19A [Source:ZFIN;Acc:ZDB-GENE-080917-46]"
"ENSDARG00000018004";3;"ENSDARG00000018004";"nkx2.5";5,23444918799582;1,80249007688445;2,88152324396932;-2,32347205317809;0,564594321730775;2,736204660048;"0.00732165621119329      .";"11 x 1";"14 NA";"NK2 homeobox 5 [Source:ZFIN;Acc:ZDB-GENE-980526-321]"
"ENSDARG00000078696";4;"ENSDARG00000078696";"synpo2lb";9,00055380746307;1,29124943996635;2,82474940743601;-1,79739582390228;0,746664507684119;4,48985930498569;"0.000185622726188606      .";"11 x 1";"12 NA";"synaptopodin 2-like b [Source:ZFIN;Acc:ZDB-GENE-090828-5]"
"ENSDARG00000076075";5;"ENSDARG00000076075";"";8,50431948587416;1,6360048407967;2,80523529008894;-2,62932867492306;0,646009464004376;3,38521987637141;"0.00188805275842852      .";"10 x 1";"11 NA";"myosin, heavy chain 7B, cardiac muscle, beta a [Source:ZFIN;Acc:ZDB-GENE-100914-2]"
"ENSDARG00000042630";6;"ENSDARG00000042630";"hebp2";8,47899611346235;0,993565119381824;2,72655041961718;-1,8839894878081;0,658284280606315;3,49793314927039;"0.00148825656268659      .";"15 x 1";"20 NA";"heme binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-914]"
"ENSDARG00000031698";7;"ENSDARG00000031698";"mylk2";6,68355871547224;1,64882636987935;2,69898073063673;-3,15899865946179;0,658131154704199;3,49649763707611;"0.00149277559700045      .";"10 x 1";"23 NA";"myosin light chain kinase 2 [Source:ZFIN;Acc:ZDB-GENE-080616-2]"
"ENSDARG00000101362";8;"ENSDARG00000101362";"mibp";10,1174664957917;1,13419983303361;2,64317687804869;-2,0775200160292;0,775088990351596;4,90677491790761;"7.90082823490801e-05      .";"14 x 1";"22 NA";"muscle-specific beta 1 integrin binding protein [Source:ZFIN;Acc:ZDB-GENE-030404-1]"
"ENSDARG00000042213";9;"ENSDARG00000042213";"LOC565175";6,59655510376678;1,63016793859592;2,63859939098541;-3,69506007993514;0,526814660170949;2,47918560858571;"0.0123427723761658      .";"11 x 1";"18 NA";"si:ch211-233h19.2 [Source:ZFIN;Acc:ZDB-GENE-061009-14]"
"ENSDARG00000101706";10;"ENSDARG00000101706";"csrp3";5,257721240208;1,31842817681063;2,50902949131821;-1,80602842981862;0,670387999481022;3,61389919734386;"0.0011648939196367      .";"11 x 1";"7 NA";"cysteine and glycine-rich protein 3 (cardiac LIM protein) [Source:ZFIN;Acc:ZDB-GENE-041010-119]"
"ENSDARG00000052958";11;"ENSDARG00000052958";"nppb";4,28727264589152;1,39655660733177;2,46065332908064;-1,35406301260702;0,653366786803554;3,45221117505945;"0.00163911568713615      .";"10 x 1";"8 NA";"natriuretic peptide B [Source:ZFIN;Acc:ZDB-GENE-130530-642]"
"ENSDARG00000076348";12;"ENSDARG00000076348";"mylk3";6,31087879718636;1,60152598847655;2,44166116542753;-2,75077039774753;0,698158307657212;3,9006339904967;"0.000636036036008925      .";"10 x 1";"7 NA";"myosin light chain kinase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-3497]"
"ENSDARG00000098952";13;"ENSDARG00000098952";"gata4";7,36297991937534;1,74725715709012;2,42907285323976;-3,38839108740574;0,756556976312329;4,62777082931555;"0.000139669464898073      .";"11 x 1";"20 NA";"GATA binding protein 4 [Source:ZFIN;Acc:ZDB-GENE-980526-476]"
"ENSDARG00000088283";14;"ENSDARG00000088283";"si:ch73-248e21.5";6,80603548909718;1,55414022569998;2,40230540928376;-3,17885599230361;0,563511801576017;2,72851391133971;"0.00743818209340597      .";"10 x 1";"3 NA";"si:ch73-248e21.5 [Source:ZFIN;Acc:ZDB-GENE-120215-255]"
"ENSDARG00000069922";15;"ENSDARG00000069922";"popdc2";6,63905210219302;1,52215233903643;2,38580596159986;-2,42558298136771;0,740771040390832;4,4109425572381;"0.000218598495756117      .";"11 x 1";"9 NA";"popeye domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-060518-2]"
"ENSDARG00000099438";16;"ENSDARG00000099438";"";5,06005600118429;1,14611407492827;2,36837169201925;-1,54602028729354;0,742298591612291;4,43117537900604;"0.00020961300492206      .";"15 x 1";"19 NA";""
"ENSDARG00000003684";17;"ENSDARG00000003684";"obsl1a";7,65680583320078;1,70277763522131;2,36148620853509;-4,28660787561946;0,516548798132152;2,41305282887942;"0.0140885844179724      .";"11 x 1";"6 NA";"obscurin-like 1a [Source:ZFIN;Acc:ZDB-GENE-060503-649]"
"ENSDARG00000017821";18;"ENSDARG00000017821";"gata5";7,98575041128583;1,42797134019705;2,32615315605337;-2,97245325469472;0,768730082868453;4,80776813218812;"9.66213385265036e-05      .";"12 x 1";"23 NA";"GATA binding protein 5 [Source:ZFIN;Acc:ZDB-GENE-980526-340]"
"ENSDARG00000078989";19;"ENSDARG00000078989";"alpk3a";7,4154780647403;1,27928434860854;2,32401223597731;-2,14877383251426;0,644823056017189;3,37457102538208;"0.00193094606221278      .";"11 x 1";"18 NA";"alpha-kinase 3a [Source:ZFIN;Acc:ZDB-GENE-050419-48]"
"ENSDARG00000105570";20;"ENSDARG00000105570";"crestin";8,69528619616463;1,66165171291002;2,31733965771844;-2,72076441944029;0,496721146640955;2,28927440122764;"0.0179980343364925      .";"16 x 1";"4 NA";"crestin [Source:ZFIN;Acc:ZDB-GENE-000208-13]"
"ENSDARG00000030722";21;"ENSDARG00000030722";"xirp1";8,26154483421107;1,34185865239196;2,30551752509193;-1,99653523272207;0,654241237348963;3,46028513294772;"0.00161140999199927      .";"11 x 1";"2 NA";"xin actin binding repeat containing 1 [Source:ZFIN;Acc:ZDB-GENE-050221-2]"
"ENSDARG00000074846";22;"ENSDARG00000074846";"si:ch73-203a8.1";6,80499136616279;1,47451780170014;2,26599007758774;-3,23758403379887;0,534440818362751;2,52928106161483;"0.0111589696324697      .";"10 x 1";"2 NA";"si:dkeyp-68b7.12 [Source:ZFIN;Acc:ZDB-GENE-141212-333]"
"ENSDARG00000060813";23;"ENSDARG00000060813";"plekha7a";7,8253488279221;1,60393440645448;2,26195955115489;-3,75661632604878;0,552135002353337;2,64890854206656;"0.00875406400671186      .";"10 x 1";"18 NA";"pleckstrin homology domain containing, family A member 7a [Source:ZFIN;Acc:ZDB-GENE-050419-75]"
"ENSDARG00000041589";24;"ENSDARG00000041589";"adprhl1";5,6539166672922;1,66255446810786;2,23818585300879;-2,30593509311963;0,797473563747502;5,28693742467061;"3.68601624274323e-05      .";"10 x 1";"1 NA";"ADP-ribosylhydrolase like 1 [Source:ZFIN;Acc:ZDB-GENE-041010-126]"
"ENSDARG00000040684";25;"ENSDARG00000040684";"plcd4b";7,25070333832089;1,04490729679441;2,22772036771925;-1,83047763325088;0,764793329880941;4,74823646918312;"0.000109104516885949      .";"16 x 1";"9 NA";"phospholipase C, delta 4b [Source:ZFIN;Acc:ZDB-GENE-080512-3]"
"ENSDARG00000001803";26;"ENSDARG00000001803";"";6,97807456582583;1,45245700542994;2,22716780537497;-2,76557609052477;0,61425071028781;3,1136342657904;"0.00334306359666559      .";"10 x 1";"3 NA";"potassium voltage-gated channel, subfamily H (eag-related), member 6a [Source:ZFIN;Acc:ZDB-GENE-040702-5]"
"ENSDARG00000045959";27;"ENSDARG00000045959";"csf3r";7,92966016626998;1,3285091815019;2,21295277052356;-2,05061489104167;0,688682393295825;3,79929610300959;"0.000787534894799768      .";"10 x 1";"16 NA";"colony stimulating factor 3 receptor (granulocyte) [Source:ZFIN;Acc:ZDB-GENE-080104-4]"
"ENSDARG00000094719";28;"ENSDARG00000094719";"";4,99370261346361;1,11664506781069;2,20072414383924;-1,43917106074894;0,715610610294967;4,09798822464204;"0.000420046190153567      .";"14 x 1";"18 NA";""
