"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
1;"striated muscle contraction";4,60124065;"      .";"      .";"";"peptidyl-threonine phosphorylation";-3,00307792;"      .";"      ."
2;"artery development";4,50595116;"      .";"      .";"";"calmodulin-dependent protein kinase activity";-2,42764984;"      .";"      ."
3;"regulation of muscle contraction";4,49641063;"      .";"      .";"";"peripheral nervous system development";-2,13098826;"      .";"      ."
4;"branching involved in blood vessel morphogenesis";3,97759277;"      .";"      .";"";"transmission of nerve impulse";-1,97636504;"      .";"      ."
5;"ventricular system development";3,87516562;"      .";"      .";"";"NAD biosynthetic process";-1,85122248;"      .";"      ."
6;"actin cytoskeleton";3,82638738;"      .";"      .";"";"synapse organization";-1,72376866;"      .";"      ."
7;"purine nucleotide biosynthetic process";3,54719441;"      .";"      .";"";"cytokine receptor activity";-1,66736392;"      .";"      ."
8;"blood circulation";3,25615758;"      .";"      .";"";"exocyst localization";-1,63216651;"      .";"      ."
9;"troponin complex";3,17497159;"      .";"      .";"";"peptidyl-serine phosphorylation";-1,48077861;"      .";"      ."
10;"regulation of heart contraction";2,97160155;"      .";"      .";"";"voltage-gated potassium channel complex";-1,38374406;"      .";"      ."
11;"hematopoietic stem cell differentiation";2,62823503;"      .";"      .";"";"myelination";-1,38317146;"      .";"      ."
12;"sarcomere organization";2,60481801;"      .";"      .";"";"extracellular region";-1,37599043;"      .";"      ."
13;"actin cytoskeleton organization";2,36959616;"      .";"      .";"";"ceramide biosynthetic process";-1,35688134;"      .";"      ."
14;"actin filament binding";2,35032611;"      .";"      .";"";"calmodulin binding";-1,29005593;"      .";"      ."
15;"heart contraction";2,32321703;"      .";"      .";"";"potassium channel activity";-1,28683737;"      .";"      ."
16;"blood vessel development";2,31623766;"      .";"      .";"";"neuropeptide hormone activity";-1,22701124;"      .";"      ."
17;"vasculature development";2,16775384;"      .";"      .";"";"neuropeptide binding";-1,2221311;"      .";"      ."
18;"nucleoside metabolic process";2,15548588;"      .";"      .";"";"exocyst";-1,21849906;"      .";"      ."
19;"cardiac muscle tissue development";2,00933843;"      .";"      .";"";"NADP binding";-1,14397872;"      .";"      ."
20;"nucleic acid binding";1,71620356;"      .";"      .";"";"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger";-1,12829344;"      .";"      ."
21;"cytoplasm";1,71458756;"      .";"      .";"";"cytokine activity";-1,11934877;"      .";"      ."
22;"antioxidant activity";1,69263437;"      .";"      .";"";"protein homooligomerization";-1,1017841;"      .";"      ."
23;"response to methylmercury";1,66623424;"      .";"      .";"";"hormone activity";-1,08739176;"      .";"      ."
24;"iron-sulfur cluster binding";1,6036189;"      .";"      .";"";"carbohydrate binding";-1,07745429;"      .";"      ."
25;"response to xenobiotic stimulus";1,5526148;"      .";"      .";"";"dopamine neurotransmitter receptor activity";-1,07012737;"      .";"      ."
26;"heart development";1,53375054;"      .";"      .";"";"regulation of ion transmembrane transport";-1,03308171;"      .";"      ."
27;"metal ion binding";1,53316721;"      .";"      .";"";"voltage-gated ion channel activity";-1,03308171;"      .";"      ."
28;"superoxide metabolic process";1,47416847;"      .";"      .";"";"integral component of Golgi membrane";-1,0195541;"      .";"      ."
29;"Z disc";1,42075104;"      .";"      .";"";"potassium ion transmembrane transport";-1,0140719;"      .";"      ."
30;"skeletal muscle tissue development";1,25173895;"      .";"      .";"";"bicellular tight junction";-0,97060552;"      .";"      ."
31;"nucleus";1,2382304;"      .";"      .";"";"neuropeptide signaling pathway";-0,95357869;"      .";"      ."
32;"actin binding";1,20780911;"      .";"      .";"";"GDP-dissociation inhibitor activity";-0,93512451;"      .";"      ."
33;"pronephros development";1,17087884;"      .";"      .";"";"voltage-gated potassium channel activity";-0,92289945;"      .";"      ."
34;"zinc ion binding";1,14967725;"      .";"      .";"";"CCR chemokine receptor binding";-0,91736377;"      .";"      ."
35;"regulation of actin filament polymerization";1,09729893;"      .";"      .";"";"cellular response to interferon-gamma";-0,91736377;"      .";"      ."
36;"cellular oxidant detoxification";1,0575515;"      .";"      .";"";"lymphocyte chemotaxis";-0,91736377;"      .";"      ."
37;"regulation of Rho protein signal transduction";1,02511897;"      .";"      .";"";"monocyte chemotaxis";-0,91736377;"      .";"      ."
38;"Rho guanyl-nucleotide exchange factor activity";1,01916703;"      .";"      .";"";"cytokine-mediated signaling pathway";-0,91427739;"      .";"      ."
39;"copper ion binding";1,01836883;"      .";"      .";"";"store-operated calcium channel activity";-0,90605968;"      .";"      ."
40;"catalytic activity";1,01208233;"      .";"      .";"";"spindle organization";-0,90603886;"      .";"      ."
41;"Arp2/3 protein complex";0,96559426;"      .";"      .";"";"G-protein coupled receptor signaling pathway";-0,89263708;"      .";"      ."
42;"intracellular transport";0,95569757;"      .";"      .";"";"cellular response to interleukin-1";-0,89009407;"      .";"      ."
43;"cell adhesion";0,94843286;"      .";"      .";"";"cellular response to tumor necrosis factor";-0,88890413;"      .";"      ."
44;"Arp2/3 complex-mediated actin nucleation";0,94691379;"      .";"      .";"";"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding";-0,86631098;"      .";"      ."
45;"mitochondrion";0,92118255;"      .";"      .";"";"galanin receptor activity";-0,86372287;"      .";"      ."
46;"cytosol";0,91852185;"      .";"      .";"";"potassium ion transport";-0,85970443;"      .";"      ."
47;"RNA binding";0,90081644;"      .";"      .";"";"defense response to bacterium";-0,84957742;"      .";"      ."
48;"pigmentation";0,89024757;"      .";"      .";"";"GTPase regulator activity";-0,84818431;"      .";"      ."
49;"photoreceptor cell outer segment organization";0,88733717;"      .";"      .";"";"dopamine receptor signaling pathway";-0,82219612;"      .";"      ."
50;"protein transport";0,88615501;"      .";"      .";"";"fibroblast growth factor receptor binding";-0,8132629;"      .";"      ."
51;"membrane raft";0,884844;"      .";"      .";"";"G-protein coupled receptor activity";-0,79747897;"      .";"      ."
52;"transferase activity";0,86138983;"      .";"      .";"";"fibroblast growth factor receptor signaling pathway";-0,76778184;"      .";"      ."
53;"habenula development";0,85221546;"      .";"      .";"";"signal transducer activity";-0,7458963;"      .";"      ."
54;"transferase activity, transferring glycosyl groups";0,84430557;"      .";"      .";"";"axon guidance";-0,74376514;"      .";"      ."
55;"metabolic process";0,82837962;"      .";"      .";"";"biological_process";-0,7403018;"      .";"      ."
56;"vesicle-mediated transport";0,80571935;"      .";"      .";"";"regulation of cytosolic calcium ion concentration";-0,73542313;"      .";"      ."
57;"intracellular";0,80379066;"      .";"      .";"";"cell chemotaxis";-0,73090048;"      .";"      ."
58;"endoplasmic reticulum";0,79527183;"      .";"      .";"";"chemokine activity";-0,71655768;"      .";"      ."
59;"GTPase activity";0,78082997;"      .";"      .";"";"integral component of endoplasmic reticulum membrane";-0,70524946;"      .";"      ."
60;"caveola";0,77400227;"      .";"      .";"";"neutrophil chemotaxis";-0,6996425;"      .";"      ."
61;"endosome";0,75805576;"      .";"      .";"";"positive regulation of ERK1 and ERK2 cascade";-0,69399577;"      .";"      ."
62;"intracellular protein transport";0,75300886;"      .";"      .";"";"ion channel activity";-0,68481716;"      .";"      ."
63;"negative regulation of angiogenesis";0,75061451;"      .";"      .";"";"signal transducer activity, downstream of receptor";-0,67531297;"      .";"      ."
64;"protein dimerization activity";0,73825456;"      .";"      .";"";"secretory granule";-0,67302859;"      .";"      ."
65;"metalloendopeptidase activity";0,72858397;"      .";"      .";"";"adrenergic receptor activity";-0,67030275;"      .";"      ."
66;"transcription, DNA-templated";0,68823679;"      .";"      .";"";"chemokine-mediated signaling pathway";-0,66483962;"      .";"      ."
67;"hormone-mediated signaling pathway";0,68389183;"      .";"      .";"";"serine-type peptidase activity";-0,63379231;"      .";"      ."
68;"ATPase activity";0,67679246;"      .";"      .";"";"exocytosis";-0,62668752;"      .";"      ."
69;"carboxylic acid metabolic process";0,67657639;"      .";"      .";"";"ammonium transmembrane transport";-0,61358582;"      .";"      ."
70;"hydrolase activity";0,66480384;"      .";"      .";"";"protein autophosphorylation";-0,56699663;"      .";"      ."
71;"chloride transmembrane transport";0,66307108;"      .";"      .";"";"response to peptide";-0,56344066;"      .";"      ."
72;"oxidation-reduction process";0,66218716;"      .";"      .";"";"structural molecule activity";-0,55770877;"      .";"      ."
73;"endoplasmic reticulum membrane";0,65045381;"      .";"      .";"";"multicellular organismal response to stress";-0,54266586;"      .";"      ."
74;"carboxy-lyase activity";0,65032143;"      .";"      .";"";"neuron projection";-0,52693209;"      .";"      ."
75;"positive regulation of GTPase activity";0,63356424;"      .";"      .";"";"chemotaxis";-0,52303594;"      .";"      ."
76;"dephosphorylation";0,63293625;"      .";"      .";"";"chemical synaptic transmission";-0,51025023;"      .";"      ."
77;"response to toxic substance";0,62808046;"      .";"      .";"";"collagen fibril organization";-0,50081957;"      .";"      ."
78;"cellular calcium ion homeostasis";0,62164597;"      .";"      .";"";"symporter activity";-0,49879898;"      .";"      ."
79;"proton-transporting ATPase activity, rotational mechanism";0,61665929;"      .";"      .";"";"protein complex scaffold";-0,49764584;"      .";"      ."
