"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
1;"phosphotransferase activity, alcohol group as acceptor";7,47856966;"      .";"      .";"";"voltage-gated potassium channel complex";-8,61611819;"      .";"      ."
2;"PDZ domain binding";4,49541908;"      .";"      .";"";"potassium ion transport";-7,92181273;"      .";"      ."
3;"cytosol";3,57438718;"      .";"      .";"";"voltage-gated potassium channel activity";-7,90522595;"      .";"      ."
4;"regulation of vesicle fusion";3,51434605;"      .";"      .";"";"regulation of ion transmembrane transport";-7,63759504;"      .";"      ."
5;"activation of GTPase activity";3,37578357;"      .";"      .";"";"voltage-gated ion channel activity";-7,63759504;"      .";"      ."
6;"ATP binding";3,32094404;"      .";"      .";"";"protein homooligomerization";-7,23708876;"      .";"      ."
7;"sarcomere organization";3,31990123;"      .";"      .";"";"potassium channel activity";-7,06356896;"      .";"      ."
8;"translation";3,10556099;"      .";"      .";"";"potassium ion transmembrane transport";-6,14279975;"      .";"      ."
9;"ribosome";3,06625372;"      .";"      .";"";"ion channel activity";-5,01119817;"      .";"      ."
10;"structural constituent of ribosome";3,03480037;"      .";"      .";"";"tachykinin receptor signaling pathway";-4,63385054;"      .";"      ."
11;"intracellular ribonucleoprotein complex";2,99372288;"      .";"      .";"";"ion transport";-4,60559253;"      .";"      ."
12;"endomembrane system";2,88783088;"      .";"      .";"";"potassium ion import";-3,66286161;"      .";"      ."
13;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";2,7440563;"      .";"      .";"";"heat shock protein binding";-3,47835925;"      .";"      ."
14;"intracellular";2,62352596;"      .";"      .";"";"inward rectifier potassium channel activity";-3,41628617;"      .";"      ."
15;"phosphatidylinositol binding";2,43747282;"      .";"      .";"";"transmembrane transport";-3,41353485;"      .";"      ."
16;"proton-transporting ATP synthase activity, rotational mechanism";2,31742538;"      .";"      .";"";"ATPase activity";-3,26641802;"      .";"      ."
17;"cellular_component";2,28922249;"      .";"      .";"";"transport";-3,187414;"      .";"      ."
18;"hydrolase activity";2,27442021;"      .";"      .";"";"cell fate commitment";-3,15610897;"      .";"      ."
19;"Rab GTPase binding";2,26968913;"      .";"      .";"";"frizzled binding";-3,11277895;"      .";"      ."
20;"thiolester hydrolase activity";2,25424297;"      .";"      .";"";"protein phosphatase inhibitor activity";-3,01282301;"      .";"      ."
21;"ATP synthesis coupled proton transport";2,19783756;"      .";"      .";"";"symporter activity";-2,96010029;"      .";"      ."
22;"GTPase activator activity";2,15233072;"      .";"      .";"";"translation elongation factor activity";-2,92586754;"      .";"      ."
23;"metal ion binding";2,12973273;"      .";"      .";"";"integral component of membrane";-2,91902993;"      .";"      ."
24;"cytoplasm";2,09500675;"      .";"      .";"";"lipoprotein metabolic process";-2,90002871;"      .";"      ."
25;"RNA binding";2,06658935;"      .";"      .";"";"optic nerve development";-2,86921275;"      .";"      ."
